seq_id,result,probability
NONHSAT243606.1,lncRNA,0.992
NONHSAT243644.1,lncRNA,0.671
NONHSAT243652.1,mRNA,0.807
NONHSAT243729.1,lncRNA,0.996
NONHSAT243748.1,lncRNA,0.971
NONHSAT243812.1,lncRNA,0.777
NONHSAT243852.1,lncRNA,0.996
NONHSAT244120.1,lncRNA,1.0
NONHSAT244177.1,lncRNA,0.93
NONHSAT244326.1,lncRNA,1.0
NONHSAT244403.1,lncRNA,1.0
NONHSAT244411.1,lncRNA,0.999
NONHSAT244549.1,lncRNA,0.999
NONHSAT244699.1,lncRNA,0.999
NONHSAT244845.1,lncRNA,0.999
NONHSAT244938.1,mRNA,0.973
NONHSAT244973.1,lncRNA,0.999
NONHSAT244983.1,mRNA,1.0
NONHSAT245033.1,lncRNA,0.941
NONHSAT245037.1,lncRNA,0.999
NONHSAT245059.1,lncRNA,0.999
NONHSAT245060.1,lncRNA,1.0
NONHSAT245091.1,lncRNA,1.0
NONHSAT245141.1,mRNA,0.999
NONHSAT245199.1,lncRNA,1.0
NONHSAT245217.1,lncRNA,0.999
NONHSAT245230.1,lncRNA,0.999
NONHSAT245280.1,mRNA,0.998
NONHSAT245415.1,mRNA,0.996
NONHSAT245440.1,mRNA,0.999
NONHSAT245460.1,lncRNA,0.999
NONHSAT245584.1,lncRNA,1.0
NONHSAT245595.1,lncRNA,1.0
NONHSAT245740.1,lncRNA,0.932
NONHSAT245812.1,mRNA,0.845
NONHSAT245888.1,mRNA,0.998
NONHSAT245890.1,mRNA,0.999
NONHSAT245907.1,lncRNA,0.995
NONHSAT245974.1,lncRNA,0.999
NONHSAT246103.1,mRNA,0.859
NONHSAT246339.1,lncRNA,1.0
NONHSAT246386.1,mRNA,0.944
NONHSAT246411.1,mRNA,0.999
NONHSAT246456.1,mRNA,0.999
NONHSAT246518.1,lncRNA,0.999
NONHSAT246532.1,mRNA,0.874
NONHSAT246537.1,lncRNA,1.0
NONHSAT246569.1,lncRNA,0.997
NONHSAT246579.1,lncRNA,1.0
NONHSAT246639.1,lncRNA,0.999
NONHSAT246718.1,lncRNA,1.0
NONHSAT246734.1,lncRNA,0.999
NONHSAT246749.1,lncRNA,0.819
NONHSAT246783.1,lncRNA,0.902
NONHSAT246786.1,lncRNA,0.948
NONHSAT246981.1,mRNA,0.998
NONHSAT246986.1,mRNA,0.999
NONHSAT247005.1,lncRNA,1.0
NONHSAT247039.1,lncRNA,1.0
NONHSAT247148.1,lncRNA,0.999
NONHSAT247294.1,mRNA,0.998
NONHSAT247394.1,lncRNA,0.999
NONHSAT247572.1,lncRNA,0.657
NONHSAT247809.1,mRNA,0.856
NONHSAT247816.1,mRNA,0.999
NONHSAT247856.1,lncRNA,0.999
NONHSAT248012.1,lncRNA,0.999
NONHSAT248056.1,mRNA,0.852
NONHSAT248143.1,lncRNA,0.999
NONHSAT248156.1,lncRNA,1.0
NONHSAT248163.1,lncRNA,0.987
NONHSAT248336.1,lncRNA,1.0
NONHSAT248573.1,lncRNA,0.992
NONHSAT248749.1,lncRNA,0.892
NONHSAT248846.1,mRNA,0.523
NONHSAT249049.1,lncRNA,1.0
NONHSAT249185.1,mRNA,0.917
NONHSAT249280.1,lncRNA,1.0
NONHSAT249416.1,mRNA,0.999
NONHSAT249453.1,lncRNA,0.999
NONHSAT249487.1,lncRNA,0.999
NONHSAT249522.1,lncRNA,0.768
NONHSAT249594.1,lncRNA,0.949
NONHSAT249601.1,lncRNA,1.0
NONHSAT249644.1,lncRNA,0.999
NONHSAT249726.1,lncRNA,0.542
NONHSAT249733.1,lncRNA,0.999
NONHSAT249797.1,lncRNA,1.0
NONHSAT249863.1,mRNA,0.999
NONHSAT249865.1,lncRNA,0.996
NONHSAT250004.1,mRNA,0.999
NONHSAT250048.1,lncRNA,1.0
NONHSAT250155.1,lncRNA,1.0
NONHSAT250166.1,lncRNA,1.0
NONHSAT250174.1,lncRNA,0.999
NONHSAT250201.1,lncRNA,0.999
NONHSAT250206.1,lncRNA,0.999
NONHSAT250232.1,mRNA,0.999
NONHSAT250270.1,lncRNA,0.944
NONHSAT250302.1,lncRNA,1.0
NONHSAT250376.1,mRNA,0.998
NONHSAT250557.1,mRNA,0.999
NONHSAT250571.1,mRNA,0.913
NONHSAT250646.1,lncRNA,1.0
NONHSAT250651.1,lncRNA,0.999
NONHSAT250717.1,lncRNA,1.0
NONHSAT250764.1,lncRNA,0.999
NONHSAT250817.1,mRNA,0.989
NONHSAT250836.1,mRNA,0.999
NONHSAT250853.1,mRNA,0.989
NONHSAT250919.1,lncRNA,1.0
NONHSAT250921.1,lncRNA,1.0
NONHSAT250985.1,lncRNA,0.999
NONHSAT250999.1,lncRNA,1.0
NONHSAT251260.1,lncRNA,0.994
NONHSAT251268.1,lncRNA,0.999
NONHSAT251287.1,lncRNA,1.0
NONHSAT251296.1,lncRNA,0.999
NONHSAT251324.1,mRNA,0.997
NONHSAT251403.1,lncRNA,0.999
NONHSAT251415.1,lncRNA,1.0
NONHSAT251442.1,mRNA,0.998
NONHSAT251562.1,lncRNA,0.999
NONHSAT251595.1,lncRNA,1.0
NONHSAT251721.1,lncRNA,0.999
NONHSAT251731.1,lncRNA,1.0
NONHSAT251751.1,lncRNA,0.999
NONHSAT251832.1,lncRNA,0.988
NONHSAT251871.1,lncRNA,0.985
NONHSAT252235.1,lncRNA,1.0
NONHSAT252360.1,lncRNA,0.999
NONHSAT252399.1,lncRNA,1.0
NONHSAT252412.1,lncRNA,1.0
NONHSAT252540.1,lncRNA,1.0
NONHSAT252604.1,lncRNA,1.0
NONHSAT252650.1,mRNA,0.999
NONHSAT252739.1,lncRNA,0.896
NONHSAT252849.1,lncRNA,0.999
NONHSAT252867.1,lncRNA,0.527
NONHSAT253068.1,mRNA,0.836
NONHSAT253086.1,lncRNA,1.0
NONHSAT253110.1,lncRNA,1.0
NONHSAT253186.1,lncRNA,1.0
NONHSAT253247.1,mRNA,0.551
NONHSAT253292.1,lncRNA,0.999
NONHSAT253378.1,lncRNA,0.998
NONHSAT253392.1,mRNA,0.999
NONHSAT253399.1,mRNA,0.974
NONHSAT253403.1,lncRNA,0.999
NONHSAT253432.1,mRNA,0.999
NONHSAT253498.1,mRNA,0.995
NONHSAT253503.1,mRNA,0.998
NONHSAT253556.1,mRNA,0.876
NONHSAT253579.1,lncRNA,0.52
NONHSAT253600.1,lncRNA,0.999
NONHSAT253606.1,lncRNA,0.999
NONHSAT253678.1,lncRNA,0.917
NONHSAT253694.1,lncRNA,0.989
NONHSAT253734.1,mRNA,0.999
NONHSAT253842.1,lncRNA,1.0
NONHSAT253985.1,lncRNA,0.999
NONHSAT253989.1,mRNA,0.988
NONHSAT254024.1,lncRNA,1.0
NONHSAT254207.1,lncRNA,0.999
NONHSAT254248.1,mRNA,0.999
NONHSAT254251.1,mRNA,0.813
NONHSAT254396.1,lncRNA,1.0
NONHSAT254485.1,lncRNA,0.997
NONHSAT254499.1,lncRNA,0.939
NONHSAT254564.1,mRNA,0.999
NONHSAT254648.1,lncRNA,0.999
NONHSAT254682.1,lncRNA,0.995
NONHSAT254719.1,lncRNA,0.999
NONHSAT254723.1,mRNA,0.852
NONHSAT254802.1,lncRNA,0.999
NONHSAT254813.1,mRNA,0.98
NONHSAT254883.1,mRNA,0.996
NONHSAT254939.1,lncRNA,1.0
NONHSAT254965.1,lncRNA,1.0
NONHSAT255083.1,lncRNA,1.0
NONHSAT255203.1,mRNA,1.0
NONHSAT255233.1,lncRNA,0.999
NONHSAT255237.1,lncRNA,1.0
NONHSAT255291.1,mRNA,0.759
NONHSAT255358.1,mRNA,0.593
NONHSAT255418.1,mRNA,0.927
NONHSAT255561.1,lncRNA,1.0
NONHSAT255686.1,lncRNA,0.981
NONHSAT255762.1,lncRNA,0.994
NONHSAT255828.1,mRNA,0.762
NONHSAT255930.1,lncRNA,1.0
NONHSAT255953.1,lncRNA,1.0
NONHSAT255988.1,lncRNA,0.999
NONHSAT255995.1,mRNA,0.998
NONHSAT255997.1,mRNA,0.998
NONHSAT256108.1,lncRNA,1.0
NONHSAT256171.1,lncRNA,0.999
NONHSAT256176.1,lncRNA,1.0
NONHSAT256259.1,lncRNA,0.999
NONHSAT256301.1,lncRNA,0.981
NONHSAT256548.1,lncRNA,1.0
NONHSAT256567.1,lncRNA,0.999
NONHSAT256661.1,lncRNA,0.998
NONHSAT256735.1,lncRNA,1.0
NONHSAT256742.1,lncRNA,1.0
NONHSAT256892.1,lncRNA,0.552
NONHSAT256989.1,lncRNA,0.999
NONHSAT257101.1,lncRNA,0.999
NONHSAT257200.1,mRNA,0.952
NONHSAT257247.1,lncRNA,0.999
NONHSAT257265.1,lncRNA,0.999
NONHSAT257344.1,lncRNA,0.999
NONHSAT257369.1,lncRNA,0.999
NONHSAT257407.1,lncRNA,0.999
NONHSAT257462.1,lncRNA,0.996
NONHSAT257492.1,mRNA,0.999
NONHSAT257594.1,lncRNA,0.997
NONHSAT257673.1,lncRNA,0.999
NONHSAT257793.1,mRNA,0.979
NONHSAT257893.1,lncRNA,0.999
NONHSAT257973.1,mRNA,0.982
NONHSAT258099.1,lncRNA,0.999
NONHSAT258304.1,lncRNA,0.923
NONHSAT258391.1,lncRNA,0.999
NONHSAT258450.1,lncRNA,0.982
NONHSAT258462.1,lncRNA,0.576
NONHSAT258528.1,lncRNA,0.999
NONHSAT258621.1,lncRNA,1.0
NONHSAT258655.1,lncRNA,1.0
NONHSAT258819.1,lncRNA,0.999
NONHSAT258836.1,lncRNA,0.999
NONHSAT258998.1,mRNA,0.965
ENST00000453464.3|ENSG00000237330.3|OTTHUMG00000185582.2|OTTHUMT00000470774.2|RNF223-201|RNF223|1900|UTR5:1-300|CDS:301-1050|UTR3:1051-1900|,mRNA,1.0
ENST00000403997.2|ENSG00000078808.16|OTTHUMG00000001812.6|OTTHUMT00000005069.2|SDF4-203|SDF4|728|CDS:1-728|,mRNA,1.0
ENST00000620829.4|ENSG00000127054.20|OTTHUMG00000003330.13|-|INTS11-250|INTS11|1862|UTR5:1-79|CDS:80-1588|UTR3:1589-1862|,mRNA,1.0
ENST00000530031.5|ENSG00000127054.20|OTTHUMG00000003330.13|OTTHUMT00000383041.2|INTS11-237|INTS11|800|UTR5:1-51|CDS:52-800|,mRNA,1.0
ENST00000626918.2|ENSG00000248333.8|OTTHUMG00000078638.6|-|CDK11B-207|CDK11B|2457|UTR5:1-112|CDS:113-2431|UTR3:2432-2457|,mRNA,1.0
ENST00000482686.5|ENSG00000067606.17|OTTHUMG00000001238.14|OTTHUMT00000003650.4|PRKCZ-218|PRKCZ|614|UTR5:1-395|CDS:396-614|,mRNA,1.0
ENST00000466352.5|ENSG00000067606.17|OTTHUMG00000001238.14|OTTHUMT00000003653.4|PRKCZ-206|PRKCZ|564|UTR5:1-489|CDS:490-564|,mRNA,0.995
ENST00000494279.2|ENSG00000116151.14|OTTHUMG00000001402.7|OTTHUMT00000004060.2|MORN1-208|MORN1|406|CDS:1-182|UTR3:183-406|,lncRNA,1.0
ENST00000502770.2|ENSG00000157881.14|OTTHUMG00000000791.6|OTTHUMT00000366427.3|PANK4-209|PANK4|1041|UTR5:1-9|CDS:10-465|UTR3:466-1041|,mRNA,1.0
ENST00000482602.5|ENSG00000157873.17|OTTHUMG00000000792.18|OTTHUMT00000002091.4|TNFRSF14-215|TNFRSF14|434|CDS:1-76|UTR3:77-434|,lncRNA,0.752
ENST00000419924.2|ENSG00000116213.16|OTTHUMG00000000612.6|OTTHUMT00000001475.4|WRAP73-203|WRAP73|603|UTR5:1-64|CDS:65-603|,mRNA,1.0
ENST00000378206.5|ENSG00000169598.15|OTTHUMG00000003525.6|OTTHUMT00000009910.2|DFFB-204|DFFB|2842|UTR5:1-87|CDS:88-330|UTR3:331-2842|,mRNA,0.999
ENST00000474756.1|ENSG00000116237.16|OTTHUMG00000001254.3|OTTHUMT00000003685.2|ICMT-202|ICMT|1227|UTR5:1-61|CDS:62-346|UTR3:347-1227|,mRNA,0.999
ENST00000351959.9|ENSG00000215788.10|OTTHUMG00000000831.9|OTTHUMT00000366679.1|TNFRSF25-203|TNFRSF25|1441|UTR5:1-68|CDS:69-1211|UTR3:1212-1441|,mRNA,1.0
ENST00000510563.5|ENSG00000215788.10|OTTHUMG00000000831.9|OTTHUMT00000366685.1|TNFRSF25-218|TNFRSF25|1087|CDS:1-546|UTR3:547-1087|,mRNA,1.0
ENST00000377436.6|ENSG00000131686.15|OTTHUMG00000001763.8|OTTHUMT00000407379.2|CA6-201|CA6|942|CDS:1-942|,mRNA,1.0
ENST00000377399.2|ENSG00000171621.14|OTTHUMG00000001279.5|OTTHUMT00000003728.3|SPSB1-203|SPSB1|1007|UTR5:1-185|CDS:186-1007|,mRNA,1.0
ENST00000491661.2|ENSG00000142655.13|OTTHUMG00000001908.3|OTTHUMT00000005417.2|PEX14-203|PEX14|637|CDS:1-483|UTR3:484-637|,mRNA,1.0
ENST00000444493.5|ENSG00000215910.7|OTTHUMG00000002228.2|OTTHUMT00000006329.1|C1orf167-203|C1orf167|1881|CDS:1-1849|UTR3:1850-1881|,mRNA,1.0
ENST00000616327.1|ENSG00000116685.16|OTTHUMG00000002391.2|-|KIAA2013-203|KIAA2013|2170|UTR5:1-133|CDS:134-2038|UTR3:2039-2170|,mRNA,1.0
ENST00000430996.2|ENSG00000162496.9|OTTHUMG00000001885.6|OTTHUMT00000005321.3|DHRS3-201|DHRS3|826|UTR5:1-383|CDS:384-826|,mRNA,1.0
ENST00000624207.1|ENSG00000280267.4|OTTHUMG00000009499.3|OTTHUMT00000026265.3|PRAMEF26-201|PRAMEF26|1863|UTR5:1-94|CDS:95-1531|UTR3:1532-1863|,mRNA,1.0
ENST00000636564.1|ENSG00000189337.17|OTTHUMG00000002042.8|OTTHUMT00000489915.1|KAZN-209|KAZN|1197|UTR5:1-874|CDS:875-1192|UTR3:1193-1197|,mRNA,0.999
ENST00000503743.5|ENSG00000189337.17|OTTHUMG00000002042.8|OTTHUMT00000367920.2|KAZN-207|KAZN|1475|UTR5:1-209|CDS:210-1475|,mRNA,1.0
ENST00000447522.5|ENSG00000132906.18|OTTHUMG00000002256.8|OTTHUMT00000006440.3|CASP9-207|CASP9|954|UTR5:1-155|CDS:156-954|,mRNA,1.0
ENST00000463576.5|ENSG00000173641.17|OTTHUMG00000009531.2|OTTHUMT00000355540.1|HSPB7-206|HSPB7|581|CDS:1-375|UTR3:376-581|,mRNA,1.0
ENST00000431772.1|ENSG00000184908.17|OTTHUMG00000009530.2|OTTHUMT00000099351.1|CLCNKB-203|CLCNKB|464|CDS:1-441|UTR3:442-464|,mRNA,1.0
ENST00000491418.5|ENSG00000187144.11|OTTHUMG00000002312.3|OTTHUMT00000355657.1|SPATA21-204|SPATA21|661|CDS:1-483|UTR3:484-661|,mRNA,0.999
ENST00000361640.5|ENSG00000162482.5|OTTHUMG00000002523.2|OTTHUMT00000007166.2|AKR7A3-201|AKR7A3|1215|UTR5:1-61|CDS:62-1057|UTR3:1058-1215|,mRNA,1.0
ENST00000481130.6|ENSG00000117298.16|OTTHUMG00000002625.6|OTTHUMT00000393420.2|ECE1-209|ECE1|578|UTR5:1-174|CDS:175-578|,mRNA,1.0
ENST00000543870.1|ENSG00000187942.11|OTTHUMG00000002675.1|-|LDLRAD2-203|LDLRAD2|1180|UTR5:1-89|CDS:90-908|UTR3:909-1180|,mRNA,1.0
ENST00000400259.5|ENSG00000070831.16|OTTHUMG00000002753.8|-|CDC42-203|CDC42|2274|UTR5:1-292|CDS:293-868|UTR3:869-2274|,mRNA,0.999
ENST00000314933.6|ENSG00000173369.16|OTTHUMG00000002896.5|-|C1QB-201|C1QB|1044|UTR5:1-132|CDS:133-894|UTR3:895-1044|,mRNA,1.0
ENST00000606561.5|ENSG00000125944.20|OTTHUMG00000003224.6|OTTHUMT00000091254.3|HNRNPR-212|HNRNPR|1837|UTR5:1-231|CDS:232-1716|UTR3:1717-1837|,mRNA,1.0
ENST00000374524.1|ENSG00000057757.10|OTTHUMG00000002960.4|OTTHUMT00000008244.1|PITHD1-202|PITHD1|1292|UTR5:1-139|CDS:140-436|UTR3:437-1292|,lncRNA,0.995
ENST00000374490.8|ENSG00000117305.15|OTTHUMG00000002963.5|OTTHUMT00000008253.3|HMGCL-203|HMGCL|1570|UTR5:1-14|CDS:15-992|UTR3:993-1570|,mRNA,1.0
ENST00000484146.6|ENSG00000188529.14|OTTHUMG00000013893.4|OTTHUMT00000468108.1|SRSF10-211|SRSF10|1089|UTR5:1-101|CDS:102-599|UTR3:600-1089|,mRNA,1.0
ENST00000361548.8|ENSG00000158055.15|OTTHUMG00000003040.6|OTTHUMT00000392498.1|GRHL3-204|GRHL3|2869|UTR5:1-230|CDS:231-2039|UTR3:2040-2869|,mRNA,1.0
ENST00000616511.4|ENSG00000117602.12|OTTHUMG00000003298.9|-|RCAN3-209|RCAN3|2527|UTR5:1-434|CDS:435-785|UTR3:786-2527|,mRNA,0.999
ENST00000346452.8|ENSG00000188672.18|OTTHUMG00000007650.5|OTTHUMT00000392909.2|RHCE-203|RHCE|971|UTR5:1-6|CDS:7-807|UTR3:808-971|,mRNA,1.0
ENST00000472643.5|ENSG00000117640.18|OTTHUMG00000007377.8|OTTHUMT00000089942.3|MTFR1L-209|MTFR1L|838|UTR5:1-357|CDS:358-838|,mRNA,1.0
ENST00000526158.5|ENSG00000117640.18|OTTHUMG00000007377.8|OTTHUMT00000393352.2|MTFR1L-217|MTFR1L|815|UTR5:1-303|CDS:304-815|,mRNA,1.0
ENST00000526219.5|ENSG00000117682.17|OTTHUMG00000003554.8|OTTHUMT00000392505.1|DHDDS-217|DHDDS|1072|UTR5:1-92|CDS:93-977|UTR3:978-1072|,mRNA,1.0
ENST00000472757.5|ENSG00000060642.10|OTTHUMG00000004005.6|OTTHUMT00000011702.2|PIGV-206|PIGV|932|UTR5:1-83|CDS:84-308|UTR3:309-932|,mRNA,0.999
ENST00000361720.10|ENSG00000198746.13|OTTHUMG00000004229.4|OTTHUMT00000012181.2|GPATCH3-201|GPATCH3|2125|UTR5:1-25|CDS:26-1603|UTR3:1604-2125|,mRNA,1.0
ENST00000354982.2|ENSG00000142748.12|OTTHUMG00000005722.2|OTTHUMT00000015668.1|FCN3-202|FCN3|997|UTR5:1-6|CDS:7-873|UTR3:874-997|,mRNA,1.0
ENST00000373833.10|ENSG00000180198.16|OTTHUMG00000003645.13|OTTHUMT00000010323.3|RCC1-203|RCC1|2844|UTR5:1-285|CDS:286-1551|UTR3:1552-2844|,mRNA,0.999
ENST00000605204.1|ENSG00000116350.17|OTTHUMG00000003663.7|OTTHUMT00000469719.1|SRSF4-206|SRSF4|1399|UTR5:1-138|CDS:139-621|UTR3:622-1399|,mRNA,1.0
ENST00000627541.1|ENSG00000121766.15|OTTHUMG00000003791.2|OTTHUMT00000010666.2|ZCCHC17-209|ZCCHC17|1158|UTR5:1-67|CDS:68-799|UTR3:800-1158|,mRNA,0.999
ENST00000526031.5|ENSG00000160058.18|OTTHUMG00000007588.7|OTTHUMT00000389811.1|BSDC1-209|BSDC1|1361|UTR5:1-27|CDS:28-1035|UTR3:1036-1361|,mRNA,1.0
ENST00000465588.2|ENSG00000176261.15|OTTHUMG00000007856.9|OTTHUMT00000021952.3|ZBTB8OS-205|ZBTB8OS|548|UTR5:1-211|CDS:212-544|UTR3:545-548|,mRNA,0.996
ENST00000445722.2|ENSG00000162521.19|OTTHUMG00000007998.14|OTTHUMT00000318465.3|RBBP4-205|RBBP4|580|UTR5:1-318|CDS:319-580|,mRNA,1.0
ENST00000373418.7|ENSG00000134686.18|OTTHUMG00000004133.1|OTTHUMT00000011897.1|PHC2-202|PHC2|2550|UTR5:1-339|CDS:340-1311|UTR3:1312-2550|,mRNA,1.0
ENST00000342280.5|ENSG00000187513.9|OTTHUMG00000004050.3|OTTHUMT00000011556.2|GJA4-201|GJA4|1621|UTR5:1-87|CDS:88-1089|UTR3:1090-1621|,mRNA,1.0
ENST00000373162.5|ENSG00000054116.12|OTTHUMG00000007664.4|OTTHUMT00000020387.1|TRAPPC3-202|TRAPPC3|1056|UTR5:1-502|CDS:503-907|UTR3:908-1056|,mRNA,1.0
ENST00000373087.7|ENSG00000163874.11|OTTHUMG00000004221.5|OTTHUMT00000012154.3|ZC3H12A-201|ZC3H12A|2654|UTR5:1-88|CDS:89-1888|UTR3:1889-2654|,mRNA,1.0
ENST00000397572.5|ENSG00000214114.9|OTTHUMG00000000484.8|OTTHUMT00000001209.2|MYCBP-201|MYCBP|2532|UTR5:1-43|CDS:44-355|UTR3:356-2532|,mRNA,0.999
ENST00000474378.1|ENSG00000090621.14|OTTHUMG00000009097.7|OTTHUMT00000025227.3|PABPC4-211|PABPC4|591|CDS:1-591|,mRNA,1.0
ENST00000372798.5|ENSG00000131236.17|OTTHUMG00000004493.3|OTTHUMT00000013114.1|CAP1-204|CAP1|1563|UTR5:1-63|CDS:64-1488|UTR3:1489-1563|,mRNA,1.0
ENST00000641691.1|ENSG00000131238.17|OTTHUMG00000004495.8|OTTHUMT00000493355.1|PPT1-217|PPT1|2253|UTR5:1-16|CDS:17-157|UTR3:158-2253|,mRNA,0.999
ENST00000372748.8|ENSG00000049089.15|OTTHUMG00000005761.7|OTTHUMT00000015764.4|COL9A2-202|COL9A2|2852|UTR5:1-89|CDS:90-2159|UTR3:2160-2852|,mRNA,1.0
ENST00000539317.2|ENSG00000084070.12|OTTHUMG00000007301.7|-|SMAP2-205|SMAP2|2501|UTR5:1-228|CDS:229-1278|UTR3:1279-2501|,mRNA,0.999
ENST00000484445.5|ENSG00000187801.15|OTTHUMG00000007302.4|OTTHUMT00000019080.2|ZFP69B-204|ZFP69B|1976|UTR5:1-366|CDS:367-762|UTR3:763-1976|,mRNA,1.0
ENST00000530965.5|ENSG00000066136.20|OTTHUMG00000007729.5|OTTHUMT00000386300.2|NFYC-222|NFYC|293|UTR5:1-8|CDS:9-293|,mRNA,1.0
ENST00000332220.10|ENSG00000065978.19|OTTHUMG00000007523.7|OTTHUMT00000097211.5|YBX1-202|YBX1|776|UTR5:1-126|CDS:127-776|,mRNA,1.0
ENST00000421630.6|ENSG00000274386.5|OTTHUMG00000188150.3|OTTHUMT00000476345.3|TMEM269-201|TMEM269|1294|UTR5:1-174|CDS:175-786|UTR3:787-1294|,mRNA,1.0
ENST00000439858.6|ENSG00000179178.11|OTTHUMG00000007288.4|OTTHUMT00000019031.3|TMEM125-202|TMEM125|1797|UTR5:1-517|CDS:518-1177|UTR3:1178-1797|,mRNA,1.0
ENST00000372432.5|ENSG00000178922.16|OTTHUMG00000007502.3|OTTHUMT00000019719.1|HYI-204|HYI|1066|UTR5:1-170|CDS:171-914|UTR3:915-1066|,mRNA,1.0
ENST00000486909.1|ENSG00000178922.16|OTTHUMG00000007502.3|OTTHUMT00000019726.2|HYI-210|HYI|905|UTR5:1-55|CDS:56-886|UTR3:887-905|,mRNA,1.0
ENST00000335430.10|ENSG00000126091.20|OTTHUMG00000007561.18|-|ST3GAL3-204|ST3GAL3|1805|UTR5:1-191|CDS:192-749|UTR3:750-1805|,mRNA,0.999
ENST00000361392.9|ENSG00000126091.20|OTTHUMG00000007561.18|OTTHUMT00000019969.5|ST3GAL3-208|ST3GAL3|2297|UTR5:1-186|CDS:187-1359|UTR3:1360-2297|,mRNA,1.0
ENST00000646971.1|ENSG00000126091.20|OTTHUMG00000007561.18|OTTHUMT00000494545.1|ST3GAL3-278|ST3GAL3|2343|UTR5:1-290|CDS:291-1418|UTR3:1419-2343|,mRNA,1.0
ENST00000645034.1|ENSG00000126091.20|OTTHUMG00000007561.18|OTTHUMT00000494571.1|ST3GAL3-259|ST3GAL3|2256|UTR5:1-76|CDS:77-1438|UTR3:1439-2256|,mRNA,1.0
ENST00000533933.6|ENSG00000126091.20|OTTHUMG00000007561.18|OTTHUMT00000494516.1|ST3GAL3-237|ST3GAL3|1844|CDS:1-924|UTR3:925-1844|,mRNA,1.0
ENST00000644645.1|ENSG00000126091.20|OTTHUMG00000007561.18|OTTHUMT00000494550.1|ST3GAL3-256|ST3GAL3|1538|CDS:1-321|UTR3:322-1538|,mRNA,0.999
ENST00000372339.3|ENSG00000117408.11|OTTHUMG00000008297.3|OTTHUMT00000022847.2|IPO13-201|IPO13|1201|UTR5:1-585|CDS:586-1131|UTR3:1132-1201|,mRNA,0.999
ENST00000490064.5|ENSG00000159214.13|OTTHUMG00000008299.5|OTTHUMT00000022869.2|CCDC24-210|CCDC24|728|UTR5:1-105|CDS:106-285|UTR3:286-728|,mRNA,0.999
ENST00000528803.1|ENSG00000196517.11|OTTHUMG00000008294.3|OTTHUMT00000386659.2|SLC6A9-210|SLC6A9|524|UTR5:1-121|CDS:122-524|,mRNA,1.0
ENST00000531105.5|ENSG00000132781.17|OTTHUMG00000007682.6|OTTHUMT00000386825.1|MUTYH-237|MUTYH|501|UTR5:1-194|CDS:195-383|UTR3:384-501|,mRNA,0.999
ENST00000629482.3|ENSG00000280670.3|OTTHUMG00000007741.10|OTTHUMT00000349850.5|CCDC163-207|CCDC163|2095|UTR5:1-464|CDS:465-902|UTR3:903-2095|,mRNA,0.999
ENST00000621846.4|ENSG00000117448.13|OTTHUMG00000007740.4|-|AKR1A1-214|AKR1A1|1360|UTR5:1-290|CDS:291-1268|UTR3:1269-1360|,mRNA,1.0
ENST00000470768.5|ENSG00000132780.17|OTTHUMG00000007826.5|OTTHUMT00000021530.4|NASP-208|NASP|1036|UTR5:1-86|CDS:87-1036|,mRNA,1.0
ENST00000396148.1|ENSG00000123080.11|OTTHUMG00000008046.3|-|CDKN2C-203|CDKN2C|2086|UTR5:1-1216|CDS:1217-1723|UTR3:1724-2086|,mRNA,0.999
ENST00000648827.1|ENSG00000204006.9|OTTHUMG00000008084.6|OTTHUMT00000500300.2|C1orf185-205|C1orf185|654|UTR5:1-13|CDS:14-376|UTR3:377-654|,mRNA,0.54
ENST00000380849.6|ENSG00000085831.15|OTTHUMG00000008193.5|OTTHUMT00000022437.2|TTC39A-205|TTC39A|769|UTR5:1-204|CDS:205-769|,mRNA,1.0
ENST00000484723.6|ENSG00000134744.14|OTTHUMG00000008200.7|OTTHUMT00000387710.2|TUT4-214|TUT4|2910|UTR5:1-191|CDS:192-2910|,mRNA,1.0
ENST00000361314.5|ENSG00000116157.6|OTTHUMG00000008322.2|OTTHUMT00000022913.2|GPX7-201|GPX7|1229|UTR5:1-39|CDS:40-603|UTR3:604-1229|,mRNA,1.0
ENST00000613679.4|ENSG00000211452.10|OTTHUMG00000008435.5|-|DIO1-216|DIO1|1856|UTR5:1-23|CDS:24-770|UTR3:771-1856|,mRNA,0.999
ENST00000371377.3|ENSG00000081870.11|OTTHUMG00000008408.4|OTTHUMT00000023217.1|HSPB11-203|HSPB11|760|UTR5:1-71|CDS:72-410|UTR3:411-760|,lncRNA,0.999
ENST00000543257.5|ENSG00000021852.13|OTTHUMG00000008305.3|-|C8B-206|C8B|2382|UTR5:1-570|CDS:571-2190|UTR3:2191-2382|,mRNA,0.999
ENST00000371225.3|ENSG00000184292.6|OTTHUMG00000010067.1|OTTHUMT00000027818.1|TACSTD2-201|TACSTD2|2351|UTR5:1-617|CDS:618-1589|UTR3:1590-2351|,mRNA,1.0
ENST00000371184.6|ENSG00000162599.16|OTTHUMG00000008618.9|OTTHUMT00000023803.3|NFIA-202|NFIA|1348|UTR5:1-38|CDS:39-1181|UTR3:1182-1348|,mRNA,1.0
ENST00000494842.2|ENSG00000132849.20|OTTHUMG00000008560.10|OTTHUMT00000024681.2|PATJ-212|PATJ|701|CDS:1-439|UTR3:440-701|,mRNA,1.0
